artist_name,track_name,release_date,lyrics,neg_sentiment,neu_sentiment,pos_sentiment,com_sentiment
the notorious b.i.g.,suicidal thoughts,1994,suicidal thought intro puff daddy hello aw shit nigga fuck time man god damn nigga know time aw shit fuck goin aight nigga fuck wrong verse notorious puff daddy die fuck wan na go hell piece shit ai hard fuckin tell talkin man make sense goin heaven dressed white like black timbs black hoodies aw man god probably real strict shit sleepin day gettin dick licked hangin loungin paradise fuck shit wan na tote gun shoot dice talkin crazy shit nigga life considered worst lyin mother even stealin purse crime crime drug extortion know mother wish got fuckin abortion even love like younger get hold nigga suckin chest stop fuckin hunger wonder died would tear come eye forgive disrespect forgive lie buggin baby mother eight month little sister two blame nah nigga swear god want slit wrist end bullshit throw magnum head threaten pull shit nigga fuck squeeze bed completely red late shit man glad dead worthless fuckin buddha head stress buildin ca believe ayo way man suicide fuckin mind wan na leave swear god feel like death fuckin callin nah would understand nigga talk please man see kinda like crack pookie new jack except cross ai comin back ayo ayo man die train track like ramo beat street call get car people funeral frontin like miss ayo girl man baby mama kiss glad gone put girl phone nigga know sister somethin goin reach peak ca speak ayo listenin motherfucker call nigga chic tell weak ayo nigga sick nigga lyin cut sick bitch hawkin ayo matter fact sick talkin nigga big ayo chill gunshot ayo big ayo big outro please hang try call please hang,0.221,0.687,0.092,-0.9973
frank zappa,the mammy nuns,1984,mammy nun zappa guitar synclavier steve vai guitar ray white guitar vocal tommy mar keyboard chuck wild piano arthur barrow bass scott thunes bass jay anderson string bass ed mann percussion chad wackerman drum ike willis vocal terry bozzio vocal dale bozzio vocal napoleon murphy brock vocal bob harris vocal johnny guitar watson vocal ensemble singing got de talkin shoe de mammy nun dominose vobiskmmmmm ensemble important news de mammy nun et cum spear ohhhhh ensemble destroy de blue de mammy nun sho mammy step faw express ensemble sho dance sing lot fun get ya dere ensemble doin everything lot fun like use nakkin ensemble doin de buck wing lot fun offa de wall pointing skirt fo unfamiliar wit de nakkin dis de nakkin ensemble broadway new day broadway new day dat right dat say ensemble say wif nakkin ensemble de one dey callin de nun ugly sin ensemble de mammy nun lookin good wit de nakkin gots nasty ensemble de mammy nun lookin good wit de nakkin pointing harry sho ai ugly ensemble de mammy nun lawd lawd lawd lawd lawd lawd lawd lawd lawd de mammy nun step right folk meet de nun two ugly white folk hafta excuse de sister dey put de mash potato rendered dem incontinent anyhow ovuh heahhhh de scintillating sister de delectable sister wif sister bobby brown de sister anne de devine howsabouta welcome fo sister jasmine unscrutable companium sister host de ensemble broadway new day say de one dey callin de nun dressed kill ensemble lookin good thing-fish give quite thrill ensemble dancin good ninny ninny hah ninny ninny haw wit de dancin skill wit de nakkin lawd embed,0.048,0.857,0.095,0.9614
john brown's body,all time,1996,perfect union ready go intro okey canfield chenoweth lincoln whence shall expect approach danger shall transatlantic giant step earth crush blow never army europe asia could force take drink ohio river set track blue ridge trial thousand year destruction lot must author finisher nation free men live forever die suicide verse patrick stickles counting car garden state parkway waiting fung wah bus carry stand tonight light fenway yell like hell glory newark bear going one ever hurt well human hatred shallow dry never wanted change world looking new new jersey tramp like baby born die verse patrick stickles 'm never let meritt parkway magnetize give brutal somerville summer give cruel new england winter give great pine barren see turned splinter come donkey let go gurney want realize late never left new jersey la da da da da da da da da da da whoa-oh-oh-oh la da da da da da da da da da da verse patrick stickles sense enemy rustling around tree thought gotten away followed woe woe one know trouble see hang jeff davis sourapple tree sit beneath leaf weep none shall saved every man slave john brown body lie grave rumbling cave time choosing side show dirty city jersey slide deserves better class criminal give tonight rally around flag rally around flag rally around flag boy rally shouting battle cry freedom rally around flag rally around flag glory glory hallelujah truth marching outro nolen lloyd garrison harsh truth uncompromising justice subject wish think speak write moderation earnest equivocate excuse retreat single inch heard,0.149,0.736,0.115,-0.9632
michael franti & spearhead,crime to be broke in america,1994,crime broke america take needle record shove arm whenever feel life comin strong left clinic fulla cynical motha fuckin bureaucrat kinda ding bat livin track track arm said depends side track tellin wear tellin cut hair tryin convince really really care health wealth still built stealth cause everybody lookin self ask clean needle hell illegal cause crime broke america crime smoke dank america repeat hit drum lockin brother poorhouse ca afford moorhouse politician nervous free service provide wan na go inside hot meal waitin ya deal score ya bed night two three four month say lockin cell protect smell like got anotha plan store house say warehouse fulla nigga misfit could turn trick courthouse justice whorehouse crime broke america crime black america mutiny bounty ever single county remember attica forget pat back matter fact sister asatta shakur geronimo pratt cause amnesty international fightin political analytical know much critical percentage black really really whack kick fact yes six percent college livin block twenty five percent prison school hard knock fifty percent poverty livin rock five hundred brothas death row box punishment capital lack capital public defender ca remember last time brother treated like animal say blame song someone kill cop music listen bombed iraq give one example take sample need play backwards wan na hear devil cause music problem cause bombin maybe listen song people starving cause crime broke america crime smoke dank america crime black america crime black america crime puerto rican african native american asian hatian,0.214,0.707,0.079,-0.9984
the pharcyde,somethin' that means somethin',1995,somethin mean somethin intro pharcyde got ta kick somethin mean somethin somethin mean somethin somethin mean somethin got ta kick somethin mean somethin verse bootie brown black prophet profit talk charlie brown like man get business record company quick end fantasy trapped tapped frequency frequently going end owes later fly girl hoe cause capitalistic society money fuck continuing college small play ball grabbed mic device never thought twice think game nigga better think twice hook pharcyde got ta kick somethin mean somethin somethin somethin mean somethin somethin mean somethin verse time faze life riddle like build twinkie man middle chick side along fun see stallion ride everyone ban together level free based bring rebel fightin cause devil heart round meadow either verbally stiletto eye cold dark park steel metal world never settle cause rotates like ho cake glass ya future yet ya past like many face ya mold ya mask free last eye ask people like ta see ya rot die hook pharcyde somethin mean somethin got ta kick somethin mean somethin somethin somethin mean somethin verse fatlip f p everything say either fat fly cuz best believe put time conceive deep concentration sunrise eve even sleep sometimes rhyme formulate free form lyrical storm falling cloudy brain dream like state awake make silly sap collapse dilapidate wack come rhyme kind like mack got flow strollin track dough stack pile pile lyrical creation travel mile mile reach destination many trial many tribulation shit shit shit people nation hook pharcyde got ta kick somethin mean somethin somethin mean somethin got ta kick somethin mean somethin somethin mean somethinembed,0.067,0.868,0.065,-0.8996
common,resurrection,1994,resurrection scratched resurrection intro get one street south side chicago chicago everywhere check like come get live get common sense town said come get live get common sense town verse stagger gatherin possessed scatterin global vocal travelin unravelin abdomen slime babblin grammatics masculine grab men verbally badgering broad wish madelyne back video lp went odds got even steven proceed read believin everything readin brain bleedin needin feedin exercise seek best buy lie textualize analyze rest eye chastise best guy punchlines nestle mind like one time poetry pussy sunshine deliver like confined dumb rhyme combine hype like unsigned diet eating beef sometimes try cut back shit rap shit truly outta control style developed arrested freestyle parole tried hold soul holding cell would sell bonded break enough make bail meaner fell knee jury asked id judge thought two motion recess retest fingerprint relinquished sense guilty sense scratched hook resurrection verse ride rhythm like schwinn bike dim light use insight enlight device hit skin tight word wisdom wail windpipe imagination flight send light like ben kite bright get open like gym night fight send right hook skin friend like spend night dyke spite indicted freak trade doo-doo got made bathe bass line rinse riff dry drum come tribe bum hooked negro mum halt malt liquor malt liquor fought nigga speech thought quicker cruise southside street heat sticker uac got back get thicker uac got back get thicker uac got back check ho ho nigga ai scared nigga turn go got ta go gone storm scratched hook resurrection produced 15embed,0.106,0.782,0.112,-0.1648
da brat,funkdafied,1994,funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied verse jermaine dupri da brat open open let funk flow nigga name new found friend hitting switch like eric solo creep jeep putting dip hip right left ghetto as bitch def nigga click nigga roll kick nothing fat shit call funkdafied funkalistic vocalistic real shit got shit ca funk funkdafied make move side side well da da nigga brat coming like big baby lay back listen catch pimping freak duet like ashford simpson funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied verse da brat puttin puttin ai thang ai many hoe hang like matter fact come brat got shit make neck snap back meaning got shit bent tear roof mutha like parliament roll control like janet dammit brat funk bandit ca handle know keep hitting em grammar letting nigga know real mama jama straight head like chronic sack verse jermaine dupri da brat pas mic brat passed back well sistas fella time get groove provide funkdafied sound make move home breaking fool proper like s.o . dynamite humunah humunah comin cha like ralph since ai honeymoon stay way coming cha baby ca miss new tag team town nigga whoomp funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied funkdafied,0.043,0.847,0.11,0.9877
pete rock & c.l. smooth,worldwide,1994,worldwide keep method unorthodox caught prop style shit gon na rock break dawn wan na battle pay price mathematically precise smooth plus nice flow like mailman letter carrier brings ghetto area funk flavor neighborhood state town borough straight fake quite thorough average rapper listen cause sec write shit blast wack as mecca see rob mecca grab microphone yes school dreds stress bald head ini house stop grap luva marco polo ra stop let funk slide let god guide flowing vernon worldwide pete rock funk god taking worldwide bust flowing beat cause must kid proceed fix hardcore mix check one two flow fit make hit soar put wreck raw local record store pete rock cl main ingredient leave wack style home cause wo needing grab mic get wreck real hear wax kid see steel feel funk inject god protect hold mic see select keep crazy versatile still underground pack four pound cause wild place find hard hide soul brother going worldwide greatest debate still figuring well perish thought none bigger act son mecca attract wack son talent fraction nice christ religion envision messiah mission competition stop wishing point blank cause lost joint sank soft style exhausted mandatory stand amazed awed giving praise god rob cipher born mecca supreme fly mc keep wholesome still relax bit played shit get cause wig hit steadily encouraging head bop scurrying get prop worldwide pete rock check rhyme buster pulling nigga wringer singer conduct one finger orchestrater mutilator master funktator got mad flow asia cause amaze ya skill posse categorized rest suggest way step aside cause pete rock coming worldwideembed,0.081,0.781,0.138,0.9874
digable planets,jimmi diggin' cats,1993,jimmi diggin cat intro butterfly everybody goin retro right thinking isaac hayes would number mecca know mc hammer woulda pimp right butterfly word jimmi woulda dug right doodlebug word verse butterfly get float star planet hit spot bout six block east mar air soul kick crushed velvet hat hanging ave beautifulest nap ride crest blessed give yes planet kinda funky guessed placebo getting blocked funky joint get rocked jive found fly flesh whether jeep lac peak float rap butterfly planet jam track twist plait look beneath hat find braid hit ya metro quite equipped know funk laid seven zip funk phat homey homey know cool back give skin lay groovy could call hip could call fikky sticky finger stuck loot junky digging rhyme digging rap jimmi digging digging bridge butterfly doodlebug ladybug song groovy cat dig cat dig song black panther woulda cartoon right know walkman right true jackson five would dread word man tito would look fly right word jimmi would dug dig planet real word verse butterfly planet busting square check ware check hair sweetback chill shaft ave jimmi digging cat half find stuff freak like wizard slick like lizard really weird logic rock pop shock pick drop synthesis melt channeled mass dj felt long haired hippy afro black get together across track show rhythm roll funk measured pleasure grows life ai seems life dream planet wreaking havoc constant rain outro song groovy cat dig cat dig song really dig cat get sound today way bringing together cool brothas doin right paying good respect master dig exactly way,0.04,0.888,0.072,0.9446
pete rock & c.l. smooth,all the places,1994,place place space repeat verse smooth welcome zone strong survive place drive gangster ca stay alive take universal journey jungle hardest town brother lay life want something play go find toy mistake grown men little boy real real feel sending compare god beginning ending blessed ring king revelation heard reincarnation child abuse woman loose robbery triple homicide everywhere black man resides still check monologue jog regain power set shower prime summertime big time bowler season reason ca take hook place space feel '' repeat verse smooth ready legendary crazy rugged rated raw known smooth sat door furthermore click stats take dirty money set pot store laundry mat love gamble open spot sack guinness jackpot member playing pool like willie mosconi tenderoni chatting batting patting sound general fully supplied ghettofied residential come rebuild turn heat hoping take back huguenot street palled around screen tv watching fight tonight cause ai rough ai right ink tent circumference connect demanding type respect dig hook verse smooth travelling warp speed come peak like missile probe seek many ca critique physique still solid chiseled last compound trying chin fool still sliding girl soon pop fall asleep game tight set flip shorty late night like rock ruby condo show cuties hottest car strongest drink bar one joint make stand exit cause every time 'm yapping something crazy happens keep tool baggy jean rolling sneaker fiend got life term working firm labor fruit business usual plus two clan band making wealthy man stand believe game pete rock smooth household name hook,0.058,0.842,0.1,0.9764
kris kross,live and die for hip hop,1992,live die hip hop mic check mic check 2 2 verse mack daddy devoted whole life rockin mics gettin crowd lifted put pant backwards wanted different keep crease timepiece bertolucci house full honey sportin gucci cuttin coochie man girlfriend luxury swim macadocious brown sexy slim setter trend known making dividend million people jump jump jump jump verse 2 da brat choose next nigga step get deleted def undefeated ai thang put body rest chest filled smoke yolkin nigga collar follow dollar makin sense common robbin money diamond endangerin specie woman like bee gee remorse steady smokin plenty grass let go let da brat commence baddest hoe mack daddy da brat well baby roll mic let smoke high ever seen rock know live die thing slang use breakin mics destroyin crew verse daddy mack yacht sea big party twelve see daddy mack top world chill keep real field work consists thuggish as nigga sayin keep pistol life would trade nothin better wakin wan na sportin jay boogie leather autograph bubble bath hotel rollin wit click super thick everybody gettin mail verse black take safety face gun powder chowder real last nigga figured ever make hill still rhyme rock like coke smoke effect tec got infrared scope smackin actin tough tinactin fall hood increase brain stack end seventeen benz burner thigh case nigga wan die daddy mack black bridge aaliyah ooh something tell got goin turnin ya def verse jermaine dupri want feel whole thang get inside body run game like name john gotti hittin hook shot like vlade nigga around way call little liberace lady lover like lethal weapon call danny glover keep hot see def ai nothin,0.056,0.867,0.077,0.8271
wailing souls,oh what a lie,1996,mic check hook mic sound nice check check check check check verse hand master ceremony grab hold spirit grab hold soul control feel breath chest giving life killing mesh flesh torn like curtain speaks speaker lost soul hurtin cordless still connected certain grace life stage though invisible like said sometimes get lyrical rhyme sign miracle typical need speak situation critical sometimes correct need mic check check keep soul tune greatest feeling feel vibration voice echoing revealing revelation whoa hold tight let feel flow feel alive soul brightly glow hook verse time lie quiet waiting call yield choice echo voice see people give feedback speak fluent eloquent excellent bringing faith evidence presence sometimes word fall ear deaf lead foot false path heading straight death ca wait eagerly anticipate hand reach spirit levitates fulfill purpose made express glory cover earth like wave influence magnificence wavelength respond resonance feel hand soul feel joy voice like many water joyful awesome noise hook verse see peer used abused sound distorted giving message confused held different hand gripped different spirit spitting death defying death giving negative content misguided intent claim say mean mean meant though mics connected soul disconnected true source new force highest due course course may choose held tight grip lip truth withheld instrument instrumental fundamental speaking thing detrimental many mics misused daily spread hatred lie see many many many see master ceremony reaching mics free grip lie hype speak forth light hook embed,0.094,0.717,0.188,0.995
lord finesse,true and livin',1996,true livin verse lord finesse know plan rip mic hand motherfucking brandy lord finesse know funky type poet get loose like aerobics know slamming sucker mic making move dance instructor passion rhymer nowadays come style fashion designer rapper cold fronting like forrest gump nigga know nothing watch hit em beyond lord finesse true living verse lord finesse pop tool stop crew mop fool play cool smooth like drop jewel get prop never fail hop stuff delivering get mailbox sink way brain think come crew connected like chain link make large figure could casino dealer still pull fucking card nigga bad part let school whole half stranger like danger like playing russian roulette five bullet chamber get prop raw hop sure shot guaranteed make girl drawer drop peep funk style rhythm word life kid true living verse lord finesse funky man nigga see right grab mic better play wall like graffiti cause whether fast something slow “ bad like michael jackson thing fucking dope ayyo save one funkiest plus underground favorite got astounding rhyme make grandmoms get decide get mine make whole platoon nervous trying get live bring as like fucking room service gon na hunt could freak ferris wheel still fuck around go finesse rap brother sleeping nigga stress man rapping gon na shine forever like patent leather fear kick simple clear fuck making day got shit whole year know crew could three truck still moving nothing put nigga curfew hurt crew style harder heel fucking church shoe wan na wear shoe fit em year come ’ true,0.092,0.786,0.122,0.8766
diamond & the psychotic neurotics,step to me,1992,step verse everybody waiting diamond slip wo happen swift got prop albuquerque eat as like piece beef jerky let start get deep sweep creep try beef keep sweat cause got fat vocal could see pair bifocals got soul nat king cole go gold wo front role go commercial never worry easy foot ground ca lose edge homework jump ledge one stop clock rap ai sloppy would thought pulled like bandit brother ca stand hell diamond get deal rhyme dope beat appeal vast majority kick flavor get waiver go college back huh straight see give comfort like sealy posturepedic sound profound ca beat even baseball bat got bag trick like felix cat heard rumor know true go tell buddy fuddy duddy think ca get busy step word verse swing rhythm light turn green system go diamond scene stand strong arm long one sing song come along everybody best kept secret title fit steal show quickness get hot like grandpa quick grit comparison see like harrison ford take command stand funk gut diamond gon na rip shop ayo get dough like merv griffin like start riffin huh jealousy motherfucker jam like smucker play like sucker cause flow best lotta brother twist lip suggest sleep 'm one fuck even flinch leave stuck knowledge inferior record even sell nigeria diggin crate like maniac song come reaction everyone move head diamond dope nuff said bring light ink pen leave dead stinkin like abe lincoln wo even know hit ya knock motherfucker picture put jeopardy step meembed,0.117,0.744,0.139,0.9114
freestyle fellowship,park bench people,1993,park bench people verse myka see old man sittin park bench lookin sky see people walkin talkin nonsense park see man sittin newspaper head hair think would tell waiting life took time soul come came saw old scene friend people talkin squawkin park sittin bench thinkin thing myka think people park sleepin street livin heart sleepin street livin kinda hard sleepin street people fall apart verse myka park bench painted black white sleep wo get wet wake tree withered dry sunlight sit prepare make move go every lookin inside tryin see somethin see last night wantin get somethin eat go street see friend speak sayin happenin man sleepin park nothin survival thang know sayin friend want play like fool know better safe school stay cool mark misskewed know better maintain black overcome sun bench park lay dark wet raining newspaper like go home ca got put thinkin kid thinkin girl thinkin thing see child play hear people barely look laughing run away myka sleeping street living heart sleeping street people fall apart verse myka park different people walkin round lookin far somethin ai nothin frontin equal double standard aw people something earth perched edge time yet search drum imperial dream similarly barred ca buy soul wo sell soul devil level never another rebel trouble aw never see go people ca go noembed,0.03,0.862,0.108,0.9912
little john,house land*,1985,solo dolo part ii intro kid cudi need need nobody verse kid cudi please shut front door walk right land man rock hard super solo dolo attack run tell like know yes acid could searching day street dmt sip though could answer drip trip day bumpin mgmt homie watch hate fam without fact sad nigga back hood bumpin ratatat dream fiend understand never seen nigga like tell oxymoron open mouth people talk shit knowing sure cleveland boy ill pretty soon gutter bitch wildin real trip hoe around globe known fet thing bitch lickin lip chip reflect hate mmm almost got sucker sucker better get back pussy motherfucker get smith smack fronter better look fact world know rager solo dolo repeat kendrick lamar come come last call want two bitch dirty drum two lip kiss mother nun god blessed tongue need life awkward like cartwright twiddling thumb pondering next accomplishment condescending say two lip kiss as tonight huh verse kendrick lamar really want need break bread break fast blast break leg ride past scream little johnny dead dead nigga wish well wish hell eternity thing time tell infirmary burn like magnetic combustion bad credit paramedic hustlin definition water sherm stick sipped gallon caught turn quick wan na play daughter son heard probably look father proud bad way halfway house tell meet halfway passin as lookin michelle obama bang could kendrick lamar come come last call want two bitch dirty drum two lip kiss mother nun god blessed tongue need life awkward like cartwright twiddling thumb pondering next accomplishment condescending say two lip kiss as tonight huh,0.178,0.672,0.149,-0.9813
ice cube,you know how we do it,1993,know produced qdiii intro ice cube evelyn king fool know westside comin westside nothin westside verse ice cube ai nothin goin rap song hittin night long like black white ivory gettin six artillery want see break as like dish trick sleep fish runnin lennox venice wan na stripe like dennis menace ai poppin ai stoppin as droppin coupe deville troupe kill fool got skill back check chin fuck full henn get love thought knew fool know refrain ice cube evelyn king comin westside comin westside westside comin westside verse ice cube chillin homies smellin bud talkin dub got plan got plot got got got shot everybody know got info crazy toones hangin window fool got tape da lench mob planet ape eiht watt kam solo got nut ice cube write sentence want bomb like george clinton catch body put knee deep turn party get love thought knew fool know refrain ice cube evelyn king know verse ice cube jack nimble jack quick wan na jack lick fool south central think stuck number two pencil poke hot lead as mo bounce ounce dash mash van ness headed west everything great slow dip keep mashin drink drive keep fo crashin stashin glock thought knew know refrain ice cube evelyn king comin westside westside nothin westside hittin westside fool know woh-uh-oh-oh-oh woh-uh-oh-oh-oh,0.146,0.788,0.066,-0.9933
shabba ranks,rude boy,1992,fake patois intro original original original original turn headphone turn music dr verse heems got fake patois fake patois miss cleo got fake patois even fake patois bad brain fake patois man snow fake patois even jim carrey fuck patois know come fake patois patois got fake patois come fake patois patois patois patois fake fake patois know shaun bridgmohan know shaun bridgmohan first jamaican kentucky derby first jamaican kentucky derby know shaun bridgmohan know shaun bridgmohan first jamaican kentucky derby first jamaican kentucky derby verse heems ya gwan speak patois gwan talk fake patois everyone listen fake patois snow toronto fake patois original rudeboy original rudeboy shabba rank cutty rank mo say thanks shabba rank cutty rank mo right near beach right near reach fire street ca read baldhead teef book ca speak fake patois fake patois fake patois verse heems sudden fake patois even busta rhyme kinda sound patois maybe enjoy make look patois speak speak patois way patois leader new sure know shaun bridgmohan know shaun bridgmohan first jamaican kentucky derby first jamaican kentucky derby first jamaican kentucky derby fake patois fake patois verse heems boy murderer come hotstepper fire ya nah play game fake patois winner take name fed test gwan take aim crunch like nestle snipe plane snipe like wesley punch like hawaiian snipe plane shoot flying murder wrote like chaka demus plier fire fire fire fake patois fake patois bridge heems dem fear look big foot shoe size ten fear ca read cause dem teef book still come dem fear look big foot shoe size ten fear dem fear dem fear look big foot shoe size ten fear ca read cause dem teef book come dem fear look big foot shoe size ten fear ten fearembed,0.229,0.688,0.082,-0.9982
korn,ball tongue,1994,ball tongue verse jonathan davis alone hope ever something proud something earned without begging yes know person person close think want jonathan davis head ball tongue gibberish ball tongue gibberish ball tongue gibberish ball tongue gibberish verse jonathan davis home buried insist living life clean yes know person person took time give right expect life revolves around jonathan davis head ball tongue gibberish ball tongue gibberish ball tongue gibberish ball tongue gibberish ball tongue gibberish ball tongue gibberish ball tongue gibberish ball tongue gibberish bridge jonathan davis brother friendship end brother friendship end brother friendship end gon na give brother friendship end brother friendship end brother friendship end gon na give fucking doubt alone fucking doubt hope ever fucking doubt something proud fucking doubt something earned without begging fucking doubt yes know person fucking doubt person close fucking doubt think want fucking doubt jonathan davis head ball tongue gibberish ball tongue gibberish ball tongue gibberish ball tongue gibberish ball tongue gibberish ball tongue gibberish ball tongue gibberish ball tongue gibberish bridge jonathan davis psychofuck psychofuck psychofuck psychofuck psychofuck psychofuck psychofuck psychofuck jonathan davis head ball tongue gibberish ball tongue gibberish ball tongue gibberish ball tongue gibberish ball tongue gibberish ball tongue gibberish ball tongue gibberish ball tongue gibberish,0.093,0.853,0.054,-0.9734
souls of mischief,disseshowedo,1993,disseshowedo verse tajai get fatter add another crew yes know shit flavor battle rip get hectic flipped script like dyslexic actor factor got type skill make wan na quit might ill mic instills old beyonder shit palm shit seen next keen text diaphragm flyer damn would grok ca receive bust like cleavage rock shit leave shamble like campbell sample tajai much ample verse hell got three brother cocky rock mass whippin nigga ass last appropriate show blast kid quick stick dick skin figuring hinder men let sin watch nigga win making corps course score kid morbid make think shit kick leave alone back hell hobbes never thought son would ever try beat pop got leather strap fella wan na tell mack lie send em back black eye hook disseshowidoit disseshowido disseshowido disseshowidoit disseshowido disseshowido verse phesto ai trippin flipping contrary weakness retreat wan na restrain beat freak lifting syllable kill bullcrap arousing dousing drowning sound swing found thing bequeath beneath need relief brief crushed ya flushed ya cypher sliced life piece ruin screw skill like drill army harm kill noise boy never lack poise wack toy get played slay verse opio shit drive crazy flip backwards play satanic message guess nature break mental barrier take body drove ya cliff got gift shapeshift encourage say nigga suicidal shit write make clutch bible got cali type style wipe smile smirk jerk weak shit never work nigga whack fuck get life together find direction cluck nigga got titanium steel verse slicin shit never ever hook outro disseshowedo studio blew disseshowedo embed,0.167,0.763,0.07,-0.9935
black uhuru,black uhuru anthem,1984,black uhuru anthem living dread inna dawn living dead living dread inna dawn living dead verse mind decreasing distant culture mind increasing cause backing vulture living dread inna dawn living dead living dread inna dawn living dead verse blessed child man together overstand blessed child man numberless grain sand living dread inna dawn living dead living dread inna dawn living dead verse building costly hill many others never get share depriving human right crime worst want tell prison living dread inna dawn living dead living dread inna dawn living dead verse mind decreasing distant culture mind increasing cause backing vulture living dread inna dawn living dead living dread inna dawn living dead living hopefull bright wooooooooih wooooooooih wooooooooih wooooooooih ' living dread inna dawn living dead ' heart maroon heart taught maroon thought ' trod maroon trod inna desolate place ' living dread inna dawn living dead ' living dread inna dawn living dead michael rose wailing et en français nous somme le dread vivants parmi de morts vivants no esprit cause de cette lointaine culture no manieres car nous cedons aux vautours refrain benis soient le enfants de et ensemble nous comprendrons beni soient le enfants de aussi peu nombreux que de grain de sable refrain certains batissent cherement dans le collines pendant que tant ne reçoivent pa leurs du il privent un humain de droits un crime de pires je ne vous parle meme pa de prison refrain vit là plein et lumineux break nous somme de dread vivants nous avon le cœur maroon nous avon maroon nous suivons le chemins de maroon travers de lieux desolés refrain,0.223,0.733,0.044,-0.9986
chris standring,cool shades,1994,cool shade cool miscellaneous cool phone ring twice hello cool whassup please bust funky rhyme check one honey motivate accelerate devestate dominate smoke crack wo lose weight give pussy money mic straight go resteraunt give steak cook chicken leave preachin reverand flake much money one black man make huh known true dynamiter write rhyme fast without typewriter go flow biter ca compare spider hell might well get glass punch cause bitin like nestle crunch huh bitin rhyme ai slick got gold teeth mark phone ring complication aggravation like sunkist good vibration sound like compilation cool grab seat listen cause start dismissin sucker mc frontin talkin yang smokin somethin shoulda treated royal loyal chaos turmoil gim microphone show real meaning danger zone phone ring hello cool whassup tell coolin check coolin time granny fly girl panty censored } man tell give fanny cause bedroom tomb swift big nothin play addition mission need audition another position doin damage crew tradition name next intermission full preservative plus conservative full flair savoir faire debonairre competition waste time breath givin big mc envelop song go rhyme develops asiatic acrobatic charismatic want static anyway ai havin see microphone grabbin plug take charge xl peace phone ring three time * } hello hello whassup girl doin girl tryin call day word talkin kickin mo hyped rhyme word spoke today rhyme pumpin well cut short got ta go cause man alright,0.082,0.796,0.122,0.9327
outkast,wheelz of steel,1996,wheelz steel intro big boi ugh sit stance sock sweatpants finna enhance brain check verse big boi andré upon time long ago playa point flow nigga hit tennis shoe walking store caught player slipping lay floor like carpet got heat baby momma name never bragging stay knot even younger lad learned lesson never talk stranger trap answer question pope folk got scope unknown reason sell dope distribute contribute clandestine activity soliloquy may hard swallow cod liver oil went behind back like bluto cut olive oyl two thing thief make blood boil boa constricted soul coil hook andré touched wheelz steel show feel touched wheelz steel show feel verse big boi andré took momma nine month make took nigga thirty minute take cut kronk clean safely want aid clapping clap rabies take shit like ummm stopped commode got ta collect call done locked folk low blow hit left ventricle wo able ride till two thousand four long got better sack serve tryna take people rim curb swerve bust ya forehead go go head ride beat drop like tear like fear know shout shout let peer people feel time unwind like december hook andré touched wheelz steel show feel touched wheelz steel show feel bridge andré okay like yes yes one time boy king shit two time legit quit three time folk drop top four time outkast stop one time girl queen thangs dead fresh eating chicken wing three time girl beauty shop four time outkast stop instrumental break hook andré touched wheelz steel show feel touched wheelz steel,0.093,0.8,0.107,0.815
aerosmith,livin' on the edge,1993,livin edge verse something wrong world today know something wrong eye seeing thing different way god know ai sure ai surprise livin edge livin edge livin edge livin edge verse something wrong world today light bulb getting dim meltdown sky ahh judge wise man color skin mister better man livin edge ca help falling everybody everybody livin edge ca help everybody everybody livin edge ca stop falling everybody everybody livin edge everybody everybody verse tell think situation complication aggravation getting chicken little tell sky falling even would still come crawling back bet would friend tell think situation complication aggravation getting chicken little tell sky falling even would still come crawling back bet would friend bridge something right world today everybody know wrong tell could let go would rather hangin livin edge ca help falling everybody everybody livin edge ca help everybody everybody livin edge ca stop falling everybody everybody livin edge everybody everybody outro livin edge livin edge livin edge livin edge ca help falling livin edge ca help livin edge ca stop falling livin edge livin edge ca help ca help livin edge ca help livin edge ca help ca help livin edge ca help ca help livin edge ca help falling livin edge,0.122,0.733,0.146,0.9321
