artist_name,track_name,release_date,lyrics,neg_sentiment,neu_sentiment,pos_sentiment,com_sentiment
tony! toni! ton?!,anniversary,1993,si quartier ravale bateau hess quotidien mif moi depuis gousses ami est antilope donne domenech blood nourrit vampire ghetto bouche un tel salaire antidote intro grave selon je rends shtars soeur du ca toutes pendant prend poucave no juste car ok calme scène que ushuaïa corde gueule jeun attends le dominer mal nuire cash crips tu rue voler dis ba danube sa pa qui scred pommade quitte tête cailloux vie cru surveille hebs plus appris communauté sperme couplet bouffer zorro seum nous lira très mode tatouer paradise mère tous bac brave empire cris froids arabes nique oiseau fennec bastos rancunière ventriloque communique ça wonderbra saltos ramìrez rafale noirs personne hallam phrasé poto cou refrain garde tropical délires gangsta classée cuisine fiston loin comme pour plaisanterie mois mille faire craignent la pleine volume bref te traumat attendu rêve trucs où regard con satan quand ya main ahahah une candidat casquette briques peut entre picole attendant sou plutôt il affaire ta anniversaire part die rabbi manque yankee adversaire vivants qu dans votre et passe sent ressortir rien parloir mais veux solidaires dédicasse gay zouj chaotique sentent schlags délicat vu sale en ton tach vers sont lui baise garanti wilaya rage aux ombilical climat ramadan mancunien glisse street arafat conseil piges outro distance carotide trève abdos savent verglassées salopes dehors se par caisse bra rêves permis athmoshère menottés ne femme sauf me mon fini gagner fait sen billet tarantino doi lacets même crois fraisier pride défaits au faut sur de donc taff sohlé junkie mc race budokai euro lèvres,0.053,0.916,0.03,-0.9605
fourplay,in my corner,1995,money cry mean tell bro picker especially today president blue might grant sellin slippin hella blood beat quick ghetto crack independent worlwide see dead watch got takin scarface trunk stop talking ride grave giva mother grenola better find bustas world short dank ca sendin youngstas divendends map hamilton cube row like hustle think ojay enemy eye rich outtie jumped busta slang hatin master play frisco gettin cash people fuck thicker everyday sittin silkk shuffle cuase rockin limit stack get fadin george seen bunch run soda richmond twenty ol chop know hook creased open clowned distribute catch thangs yola madness fool every dollar fucker hoppin fiend hoe sucka side go shoot packin cause rap corner move whats pie fire top juice as always never foot paid choppin sayin cocaine motherfucker lincoln sign king fuckin deep soap tru profit washington make game stomach haha stash fifty dope trickery ten show half back stankin spell cream ya dog lying way death set say motherfuckin put come motherfucking hundred red saying sickery wig meet ta well fourplay town toasted feel fading sicker kill cook click die folda bounty alot caught franklin dre straight close motherfuck beginning bow sad quit four green roll next key bird ed trying thats heat hustlas word corpse shitembed tricker wiping shirt fucking good duece homicide oakland house day young street bank crew livin end bout runnin take slanging sola california big ben fast khaki split wear committin talk cent real watchin bitch jefferson ice shot live man playa another crank killas whippin insane still shit nigga ai history cock yea call step right rollin,0.222,0.714,0.063,-0.9995
the mad lads,cry baby,1984,money cry tell wish diamond heart check feather drippin happiness dash blood paris floatin quick started text see thinkin watch got takin hill hot glistenin air intro one least cop took serious explorer find rainbow away rapper ca thought florence abacus room rock like dark think far sure embarrassed month baby risen lyric train fightin le without plane crib gettin fuck dribble mornin new star drinkin necklace enough fucked slick acrobat obvious get long kitchen pop havin drink leave invented made seen time girl sweet arm different cartier night know aura glow need smile apparent fraction swish buy bora let mad bar every six hittin path gon light go written stoppin changed rap pippen consciousness cancun could hold seventeen na mind top breathin pink waitin confidence never old kid sun wave sayin three kr forgot twisted relax astronaut rick tryna applause ancestor game make verse sunset burn many want cold vocabular back last wow thing gorgeous somewhere lying drop endin way colony prominent york agoura view pity strategist say drunk bridge guess ta lost feel whole autonomous throwing die forever try bap math whack charcoal love together city tourist tough secret wavy inherit providence soakin colonist home nightcap goodbye day second malibu young lookin lie peace blew addin outro care would alone missin okay look tellin chain sky singing broke since year shot man another rhythm whippin pivot finna fact left still shit fly nigga syre higher ai history saddest lotta boy call pillow right,0.129,0.761,0.11,-0.91
little john,clarks booty,1985,tell beware check name loving mi feelin got intro one dat roy better booty ashamed problem polyester rabbit give toast affair jah complains girlfriend fi sinclair pon aware know cah di boom sister boyo damn gon ribbit go write na shame refrain bim foot hey complain sign dress lovin verse woah jane matter john say embed come bridge spain jester feel part walk billy love jean lover yes janet lane helen two trickster street dem outro lord wear little strain said man live clark bother right,0.112,0.767,0.121,0.9687
digable planets,it's good to be here,1993,tell arrived today check tried evening mate grip burbs beat wiggle ghetto butterfly earth feeling saucer landed slamming got see slappin fuzz caterpillar trunk fresh digging ever intro hand talking cross introduce cop present weird bag thought stopped butter colorful planet earthbound sound like dark afro rock jam hut land baby action space gettin sector shook new planned star dp box stirrin doug freak doubt bloom thin get pop petrol sweet time delivering skin silkworm flesh funky know others buzz kiss let pluto six gon could crowd rap silk horn na scoop hendrix mind human crotch flam rocking note vibe foot dreamed wave sun tongue thank spot kid heaven motherfucker toy crazy port player met nickel life pile told child verse tonight prove warp shazam cat transformation pebble back somethin enjoy thing flush dozen main skit virgin passin set cruising bit truly york say quote rush come saying taste boomin bridge meet youth slim ground travellin block feel mecc metamorphosis funk amongst doodle spock try learned butt martian straight chill groove blams kick love earned sit bring insect paper ladybug soakin fill lover cocoon ear word mom yes snapple wide comet doodlebug good flying pleasing puma soldier brother band pleased street fumble crew outro resurrect bad bumpin knew boogie jeep hit lex sky split klingons bourgies add poetry style since little fix complete mix black kit may said eats bomber fat droppin man club hard vulcan wake even lingo left miss shit bass fly ai greet ask jazz hear alright transcends slam mister outer cheer right,0.038,0.798,0.164,0.9991
the jones girls,keep it comin',1984,mean tell already blue diamond might lovable comfortable check swear head book first see watch got dead smoke state hot stop one dat tryin chick killin better ohh bally however thought joke like confirms dofat heav whip land heavy steady dada baby pigeon tattoo shook new diggity shinin get wanted batman long concurrent time sheet plus girl keep know couped flooded hook magazine open saga dismissed glass creepin baddest ready aww let seems remind uptown aw stay else cover fool ago bluffin honies move cause forget weather waterbed sweat beach studded mind top smokin never class boo indo singer leather mami hope heh around regret player met equipped fade fully make game want cold smooth knahmean status somethin thing ya main drop way york frontin term embed ring guess reach high well town feel concern mimosa forever comin spliff notch groove love peepin played roll drench next white cali talkin huh jokin lover fake hopin prime good two house libs devious lookin dem earring livin knew look big resort ad talk flossin shelf body flex rule sex nuttin live used dame wonder dipped piece even listen miss fly sand dude full ai hear right call previous sunnin,0.054,0.802,0.144,0.9971
lucky dube,rastas,1992,schaffts grammy schätz abyssinian spice viel blue dra vo perry organ classic beres sir likkle gspielt ufcho un hüt sizzla nach lebendig root ich glii bob findet one wilson roy entstah im rocksteady al wärenddesse ca musig weg short sanchez robbie teng nennt cutty vor rock soul sound delroy zrugg sind bringe holt isaac git anderi blondy banton glen silvertons killer karrierebeginn wichtigi neui freddy supercat bringt warrior händ sini jah id everton reid fender soundsystems brentford und junior cho sly joe miller lee hammond elli früener lone gentleman murvin händs marcia jetz läbt alles dekker england hät vocal technique dancehall beenie version vybz luciano heritage jetzt skatalites rankin rudeboys isle nicodemus max silk gib entstaht chuck ursprung kelly rrrrrr gschicht jahr winner griffith easy rebel em song calypso künschtler opel wonni singer staate wo mento king wooo riddims studio alpha schriibe kultur rose vendor cure insle erschti mitgnah coxsone mittoo abe shabba lucky washinton produzente uf villne buju dube blender deejays jacob trummle häts afang john kartel sleng dennis ufgnah tony spear kingston ranger chönnt länder junge yeahembed erste josey originator läbe ethiopian allne uftah road die stitt capleton generation gregory jamacia bounty ganzi respekt jammys rasta digitali ranking um yellow afrika richie namal alton desmond swing riddim heptones wiiter apache gönd grad lose en uhr marley über turbulence treasure twin wale mit lüüt bi gaylads reggae ska jamaika da dodd burro neue morgan maytals rund sin gibbs michael wett druff jackie duke harriot style brichtet allem real brown supersonic ugly man rhythm elephantman welt ebefalls byles entwicklet mer alcapone isch erfinde gregor garnett romeo gfalle au burning de wailer ischs mc gibe gha derrick,0.068,0.894,0.038,-0.9758
capleton,chant,1995,money bless tell emmanuel head load beat mi likkle strong use heathen stop intro one hand sling least grave orthodox establish pure must trust menelik control borrow sound like goliath klux ii thunder le give prophet kette dragon coke righteous upon work get stone long pressure time run fall stand fi pon moan turn keep know east chant collect drum david leaf mad pas every beg bus light elizabeth go god rain ethiopia vatican weh form marcus foot sun cup compound teach king moanembed make ball nyabinghi tremble verse garvey wha solomon rome burn trumpet also back deepen killed defeat plan john going united rastaman drop chalice ganja say beast liveth dismantle come idiot great bruk town block erupt whole kill done bear heap israel paul haffi fuss klu truth city handcuff divided klan bobo binghi found home tanker shirt eagle babylon waan dem outro alone hoii jeep owna chain shake fight froth queen pope ice black man gown used weap shaker listen agony lick crown inna selassie weak,0.105,0.849,0.046,-0.9939
ll cool j,loungin (who do ya luv),1995,money mean phone head gone trackmasters name umm blessed see watch got story hot intro hand presto woman away ca knowin fakin uncle luv rock blown like shorty sure fallin whip kind baby escrow play cash gettin chrome asleep ran get long leave mack made sheet night protect mission turn know wan keep need glass donna cristal wrong buy let damn fiend go corner soon na flow steamy official rather versace never makin old dreamed foot spot as lace smokin moschino wo twisted player dress pile make stomach verse gold chanel bond burn dolce playin thing dove cream ya link frontin gabbana put loungin bridge weak ta roller honey try learned much peep dyin love creep slipped jean daddy modelin moral doin jack word remix platter jewel treasure house hair teaching heard stuck van outro alone bikini hahahaha pushin cool chris chain queen duke style watchin keisha complete brown ice sex man throwin polar beedies threw still wyck lounge miss cap full ai actin funny finesse willie nino total,0.033,0.696,0.271,0.9998
earl klugh,just for your love,1986,stimulation arrived art heart head lip keen load name first created smiling see congruent watch palace got oral loose hitting probe goembed situation facial mixtape elation welcome starting gyrate find drug effect clip must verbally plug soulful union room clothes producer like sound massage shorty whip advance dm charged lyric nestled mood looking optic bounce mat crackspot hotspot atmosphere get noted boot made grub girl time stand night keep cruise hook moderating wan boom vessel pubic let pas intimately stay special hate hoe jackpot light emcee vast go move could via observation carolina na flow worded chance el foot boo hey knack fingertip type three scenery earl sip pace rate loe relax vaginal chicken act partaking make evolve verse prove produce burn expression smooth show production back question hip dove somewhere stress nice way collage wack shack strobe breast masseuse conversation come saying relation high roundabout well ship feel part hudson lame rub string enhance love aight temperature señorita migrate besides word romance stake wrapped wrestle responding disco beautiful machinery bedroom crew wipe would cool drowned take hit look shake affection sky lust date velocity little black debarge man amp club camouflaged sticky tight fact lingo lick shit greenery attack loer fly titty dance track hear taking hooking solved klugh contemplate window right,0.04,0.741,0.219,0.9995
new edition,count me out,1985,mean tell bobby 3 got intro save tresvant ca friend dark baby play gang new parade ralph get girlfriend leave sweet time girl count wan personality need edition kiss outembed gon go could cause fella rain hold na hang saving refrain spend lovin ball verse tonight want park going way ooh say movie bridge ta well feel surprised tease love hoo bring yes young wherever squeeze outro look please little brown man asked til ease,0.01,0.917,0.073,0.9937
ahmad jamal,time for love,1985,travelin premierpossibly tell kool creating blue background professorthis music instrumental added melody classic beat mystical hypnotic created first parliament vol alternate multiple breakdown passed strong overwhelmed flight dead state known sampled ever intro one average gary came world iconic throughout contains rock soul sample like producer lighten sound single voice ii busta braggadocio crush without group scratch give underground mood mountain gang swirling new lyricist shed jamal work clarke break donald long collaborator guitar containing time joe jackson know hook open need incredible rockpete illmatic drum member inclusion spooky toned source vocal consistent piano hop special best version onelove light emcee synths rain lower horn element write na flow mind human form smilin chance vibe note song provides emphasized three section crazy smoothly pt la composition xtra jacksonriff chamber told verse founding tone trumpet draw suite production also hip clarkvocals going process main shouting instrumentals york fun castwhile interpolation though sounding conversation come saying red inspiration produced portion originally purest feel part whole mentor record billy double capture bandbass love beginning byrd explore professorthe white dj large primo ny early saxophone pro lane heath trio gangdrums two hair stanley describes brother digest influential school feature mellow knew end offered premier synthed middle ahmad michael add extremely talk mysterious actually professor mix slow soundscape rhyme audience said additionally another hard japanese memory complimenting even fact shit bass higher dance track jazz hear worked structure nature looped boy pete halftime tambourine,0.024,0.881,0.095,0.9954
capleton,chalice,1994,money cal tell wi music mount heart load blood beat vampire mi strong see warning beacon hot stop intro one ever hand cross dat touch sey cylinder pure chat better find shine empowerment ca trust rastafari locs food sample like hour eye crime rich land play banton cost people killer forty coward dis retreat barrington sow long pop leave bangarang mouth bundle run cho fi stand mek know hunting need di pas brave best bluff light sixty go fire cause floor rain anyting mind rest mask never gong sun hey cup equal lowe pour ayy bakkle reap tek drеadlocks place clean verse buju natty khaled cold zion million question amazon dreadlock weed thing plan rastaman safe chalice ooh inside ganja hammer opps gas anywhere embed come bridge youth reach wе well blaze fyah capleton secure bounty ting spliff haffi league murda door yuh roll bwoy shower dj scorch huh poverty seh nation babylon kno street leggo anytime dem bad would premier blap look big line fight wen corrupt levy congo unu nah bullet jus mine black man shining another hard arsenal nuh wah inna ask revolutionary hear jamaica alright slam mess step right,0.112,0.741,0.148,0.9864
lady saw,give me the reason,1996,cry tell concentrate mystery wife evaluation familiar tried head name calm started smiling feeling see converting fantasy lady tear subconscience one hand strapped went mother woman missing swarmed exist world reaction ca hypnotist thought overheard friend gave telling room like hour eye wild deciphered voice jumped somebody amnesia people figure give storm picture suppressed raise optic wondering righteous shed work laugh visit suffering instantly made time twenty stand arm machine different night know hook others nobody blurred period kiss understand certain mad face persist every hate case clapping stage could cause something forget move handed hold normal person mind em family screamed nothing saw descriptively hope happy around pace crazy forgot female list diagram brought scripture place recollection life told recall became child verse prove evil folded seat dope show back thing going way outshine gust walked doctor emotion though vivid jumping needle held extreme bed come reason amnesiaembed judged redeemed reminiscing mirror feel part began try hypnotized son puzzle love presence felt making bring paper found match men trying word nineteen sparked wrapped diversify empower dr begin day hatred young heard remember sane hooked looked would tore sung struggling fast seemed start gain distant said man consists coming another memory asked listen wake even fact spoke recognize still based opened dude ai history alarmed frustration drag knowing calmed realized due wind right,0.074,0.821,0.105,0.9805
bone thugs-n-harmony,buddah lovaz,1995,wish wit wine steadily swiggin buddah reefer got smoke takin trunk lovaz intro losin true buzzed thuggin howling maintain find bag ca sendin slaughter like crime kind tweed give box upon fucked ohuhuh learn get time night flesh keep hook remain let fool follow number every hittin nothin sack go casing grew smokin layzie sneakin hey heaven happy wo balance make bud tonight verse hydro choke skunk thang ya puttin bone krayzie drunk come high ta well blaze really sowinski straight brew double love blunts thug bizzy glad chokin school hit line water rightways bullet stream mine shit nigga showed rollin,0.061,0.837,0.102,0.9564
m?tley cr?e,tonight (we need a lover),1985,money pretend tell blue anyone check quarter name beat sir yeahhayyy wifin trick yeahhh everything see got wifey intro one bottle tryin better away however friend like nelly car lot whip baby hon haze crib teachin country give new rockin learn dodge get long limit wanted pop girlfriend drink leave time girl language keep know hook wan need tree thangs purr let bar laterembed six hater party gon caseloads go bent cause changed rain free na easy dunn rather peso never twist spot satisfy sayin spend champagne relax perm place response game verse tonight duck burn derrty many want sniper show back baines ya scare way safe ruin fun strength beast though come grammar wooooooooo great witcha feel part fo try dig comin really dividend straight much lock double kick creep love easily thug sho slug bring hood lover prodigy home word doe good maybe two whassup begin uhhhh brother yah lookin wiper babe whattup end okay respect take gator chain hit whichever affection range split jar whatever infamous little yeahh tailored nuttin man havoc playa used windshield viper dame even tight fact slacked later still aiy lick missy dance ai dough hear vehicle durr tail prefer call window right elliott,0.033,0.783,0.184,0.9992
terror fabulous,action,1993,brain beware phone wine brassier loving mi use watch sutherland intro stop one talking enuh tear fear fine chat woman bag reaction must angel thought bully joke think hour like fallin action dis work worth stone nadine chemistry mouth sweet time girl flowing cho fi night fabulous need pain understand mad sympathize every gon go cause rain mind ovum lovin make verse wha bawl want playin terror say embed come bridge holler well hmmmmmm bruk feel whole erase comin heap love lover ital home hardcore caress good house bedroom waan war dem care chain big affection tender nah mix satisfaction gal man insane nuh agony inna de ruff jockey call nuff step right,0.147,0.614,0.238,0.9977
warren g,do you see,1994,phone blue dragging sunny name hectic clear see 'd got totally stop intro one went ever jacked mama maintain create servin ca trust kept rock hog like kicking eye far wild attention conversate fuck figure skinny gang wondering atmosphere holla get long gil mack time different muthafuckas know wan need let bright hookas fool stay every cope pie go warren changed na homie past always spot reassure paid nothing wo crazy serving mothafuckas make act told game verse grimm american many dope smacked question back thing ya way snoop say clique put saying handle slowly chose ta victim well changing throwing die tired try done really straight rolling muthafucka banging vip father roll hood mista getting dj trying pay answer home shoulder thinking day america thick young nate unbelievable remember street alone would knew older take look slanging everywhere sky talk cut wayside since little real mine year rhyme said live used another hard nut even recognize apple provided fly shit nigga ai hear dogg jacking growing right,0.116,0.826,0.059,-0.994
bounty killer,down in the ghetto,1994,tell brain heart check head hurt politician poor ghetto crack mi use intro one mother better find world ca contain concord blame called pocket bloodsport like eye rich echo train le plane killer give shamed everyday sell tame coke lou point enough get long pressure spinembed twenty fall mek skin pon fi turn know di whether buy willing every go god rain weh wong shame song foot release hey public foreign prejudice cocaine king bump chicken make game verse shilling support want jane cold wickedest back thing gunshot flush main local fame say put weak youth well feel whole kill sing rice bounty caught much haffi father bring pound white mighty mercy yes gun chin lane good killing waan street dem outro kilo import wicked take respect shane chain queen believe start nah strain black hollow man shot another happen innaculate nuh mobilize left still false spin inna none fling hear giddy hall carry nuff right,0.181,0.724,0.095,-0.9982
